Job;"1";;;;"b4cast ver. 807 (b4cast.com)";;;;"TECOMAT ENGENHARIA LTDA"
Case-name;;;;;"Calculated 10/02/2026 16:22";;;;"Rua Serra da Canastra, 391"
Subject;;;;;"Printed 15/02/2026 20:53";;;;"CEP 50610-000 Recife/PE-Brazil"
View-name;"work"
View-text;""

;;;;;;;;;"(Excel English version: ALT+h+o+i expands selected cells)"
Result Type;"Temperature (T)"

Time;"T-Max.primeira";"T-Max.segunda";"T-Max.terceira";"T-Max.quarta";
"[hours]";"[°C]";"[°C]";"[°C]";"[°C]";
312,0000000;43,8446274;43,9430313;#N/A;#N/A;
312,5000000;43,8131599;43,9017067;#N/A;#N/A;
313,0000000;43,7817574;43,8605728;#N/A;#N/A;
313,5000000;43,7504158;43,8196220;#N/A;#N/A;
314,0000000;43,7191429;43,7788620;#N/A;#N/A;
314,5000000;43,6879311;43,7382812;#N/A;#N/A;
315,0000000;43,6567841;43,6978874;#N/A;#N/A;
315,5000000;43,6256981;43,6576691;#N/A;#N/A;
316,0000000;43,5946846;43,6176376;#N/A;#N/A;
316,5000000;43,5637283;43,5777817;#N/A;#N/A;
317,0000000;43,5328445;43,5381050;#N/A;#N/A;
317,5000000;43,5020218;43,5020218;#N/A;#N/A;
318,0000000;43,4712677;43,4712677;#N/A;#N/A;
318,5000000;43,4405785;43,4405785;#N/A;#N/A;
319,0000000;43,4099579;43,4099579;#N/A;#N/A;
319,5000000;43,3794022;43,3794022;#N/A;#N/A;
320,0000000;43,3489151;43,3489151;#N/A;#N/A;
320,5000000;43,3184929;43,3184929;#N/A;#N/A;
321,0000000;43,2881393;43,2881393;#N/A;#N/A;
321,5000000;43,2578545;43,2578545;#N/A;#N/A;
322,0000000;43,2276382;43,2276382;#N/A;#N/A;
322,5000000;43,1974869;43,1974869;#N/A;#N/A;
323,0000000;43,1674080;43,1674080;#N/A;#N/A;
323,5000000;43,1373940;43,1373940;#N/A;#N/A;
324,0000000;43,1074524;43,1074524;#N/A;#N/A;
324,5000000;43,0775757;43,0775757;#N/A;#N/A;
325,0000000;43,0477715;43,0477715;#N/A;#N/A;
325,5000000;43,0180321;43,0180321;#N/A;#N/A;
326,0000000;42,9883652;42,9883652;#N/A;#N/A;
326,5000000;42,9587669;42,9587669;#N/A;#N/A;
327,0000000;42,9292412;42,9292412;#N/A;#N/A;
327,5000000;42,8997803;42,8997803;#N/A;#N/A;
328,0000000;42,8703918;42,8703918;#N/A;#N/A;
328,5000000;42,8410721;42,8410721;#N/A;#N/A;
329,0000000;42,8118248;42,8118248;#N/A;#N/A;
329,5000000;42,7826462;42,7826462;#N/A;#N/A;
330,0000000;42,7535400;42,7535400;#N/A;#N/A;
330,5000000;42,7244987;42,7244987;#N/A;#N/A;
331,0000000;42,6955338;42,6955338;#N/A;#N/A;
331,5000000;42,6666374;42,6666374;#N/A;#N/A;
332,0000000;42,6378098;42,6378098;#N/A;#N/A;
332,5000000;42,6090546;42,6090546;#N/A;#N/A;
333,0000000;42,5803719;42,5803719;#N/A;#N/A;
333,5000000;42,5517578;42,5517578;#N/A;#N/A;
334,0000000;42,5232162;42,5232162;#N/A;#N/A;
334,5000000;42,4947433;42,4947433;#N/A;#N/A;
335,0000000;42,4663429;42,4663429;#N/A;#N/A;
335,5000000;42,4380112;42,4380112;#N/A;#N/A;
336,0000000;42,4097557;42,4097557;#N/A;#N/A;
336,5000000;42,3815651;42,3815651;#N/A;#N/A;
337,0000000;42,3534508;42,3534508;#N/A;#N/A;
337,5000000;42,3254051;42,3254051;#N/A;#N/A;
338,0000000;42,2974319;42,2974319;#N/A;#N/A;
338,5000000;42,2695312;42,2695312;#N/A;#N/A;
339,0000000;42,2416992;42,2416992;#N/A;#N/A;
339,5000000;42,2139397;42,2139397;#N/A;#N/A;
340,0000000;42,1862526;42,1862526;#N/A;#N/A;
340,5000000;42,1586342;42,1586342;#N/A;#N/A;
341,0000000;42,1310883;42,1310883;#N/A;#N/A;
341,5000000;42,1036148;42,1036148;#N/A;#N/A;
342,0000000;42,0762138;42,0762138;#N/A;#N/A;
342,5000000;42,0488815;42,0488815;#N/A;#N/A;
343,0000000;42,0216217;42,0216217;#N/A;#N/A;
343,5000000;41,9944344;41,9944344;#N/A;#N/A;
344,0000000;41,9673157;41,9673157;#N/A;#N/A;
344,5000000;41,9402695;41,9402695;#N/A;#N/A;
345,0000000;41,9132957;41,9132957;#N/A;#N/A;
345,5000000;41,8863907;41,8863907;#N/A;#N/A;
346,0000000;41,8595619;41,8595619;#N/A;#N/A;
346,5000000;41,8327980;41,8327980;#N/A;#N/A;
347,0000000;41,8061104;41,8061104;#N/A;#N/A;
347,5000000;41,7794914;41,7794914;#N/A;#N/A;
348,0000000;41,7529449;41,7529449;#N/A;#N/A;
348,5000000;41,7264671;41,7264671;#N/A;#N/A;
349,0000000;41,7000618;41,7000618;#N/A;#N/A;
349,5000000;41,6737289;41,6737289;#N/A;#N/A;
350,0000000;41,6474648;41,6474648;#N/A;#N/A;
350,5000000;41,6212730;41,6212730;#N/A;#N/A;
351,0000000;41,5951500;41,5951500;#N/A;#N/A;
351,5000000;41,5690994;41,5690994;#N/A;#N/A;
352,0000000;41,5431175;41,5431175;#N/A;#N/A;
352,5000000;41,5172081;41,5172081;#N/A;#N/A;
353,0000000;41,4913712;41,4913712;#N/A;#N/A;
353,5000000;41,4656029;41,4656029;#N/A;#N/A;
354,0000000;41,4399033;41,4399033;#N/A;#N/A;
354,5000000;41,4142761;41,4142761;#N/A;#N/A;
355,0000000;41,3887215;41,3887215;#N/A;#N/A;
355,5000000;41,3632317;41,3632317;#N/A;#N/A;
356,0000000;41,3378181;41,3378181;#N/A;#N/A;
356,5000000;41,3124695;41,3124695;#N/A;#N/A;
357,0000000;41,2871933;41,2871933;#N/A;#N/A;
357,5000000;41,2619858;41,2619858;#N/A;#N/A;
358,0000000;41,2368507;41,2368507;#N/A;#N/A;
358,5000000;41,2117844;41,2117844;#N/A;#N/A;
359,0000000;41,1867867;41,1867867;#N/A;#N/A;
359,5000000;41,1618576;41,1618576;#N/A;#N/A;
360,0000000;41,1370010;41,1370010;#N/A;#N/A;
360,5000000;41,1122131;41,1122131;#N/A;#N/A;
361,0000000;41,0874939;41,0874939;#N/A;#N/A;
361,5000000;41,0628433;41,0628433;#N/A;#N/A;
362,0000000;41,0382614;41,0382614;#N/A;#N/A;
362,5000000;41,0137482;41,0137482;#N/A;#N/A;
363,0000000;40,9893074;40,9893074;#N/A;#N/A;
363,5000000;40,9649315;40,9649315;#N/A;#N/A;
364,0000000;40,9406281;40,9406281;#N/A;#N/A;
364,5000000;40,9163933;40,9163933;#N/A;#N/A;
365,0000000;40,8922234;40,8922234;#N/A;#N/A;
365,5000000;40,8681221;40,8681221;#N/A;#N/A;
366,0000000;40,8440933;40,8440933;#N/A;#N/A;
366,5000000;40,8201294;40,8201294;#N/A;#N/A;
367,0000000;40,7962341;40,7962341;#N/A;#N/A;
367,5000000;40,7724075;40,7724075;#N/A;#N/A;
368,0000000;40,7486496;40,7486496;#N/A;#N/A;
368,5000000;40,7249565;40,7249565;#N/A;#N/A;
369,0000000;40,7013359;40,7013359;#N/A;#N/A;
369,5000000;40,6777802;40,6777802;#N/A;#N/A;
370,0000000;40,6542892;40,6542892;#N/A;#N/A;
370,5000000;40,6308708;40,6308708;#N/A;#N/A;
371,0000000;40,6075134;40,6075134;#N/A;#N/A;
371,5000000;40,5842285;40,5842285;#N/A;#N/A;
372,0000000;40,5610085;40,5610085;#N/A;#N/A;
372,5000000;40,5378571;40,5378571;#N/A;#N/A;
373,0000000;40,5147705;40,5147705;#N/A;#N/A;
373,5000000;40,4917488;40,4917488;#N/A;#N/A;
374,0000000;40,4687958;40,4687958;#N/A;#N/A;
374,5000000;40,4459076;40,4459076;#N/A;#N/A;
375,0000000;40,4230881;40,4230881;#N/A;#N/A;
375,5000000;40,4003334;40,4003334;#N/A;#N/A;
376,0000000;40,3776474;40,3776474;#N/A;#N/A;
376,5000000;40,3550224;40,3550224;#N/A;#N/A;
377,0000000;40,3324661;40,3324661;#N/A;#N/A;
377,5000000;40,3099747;40,3099747;#N/A;#N/A;
378,0000000;40,2875481;40,2875481;#N/A;#N/A;
378,5000000;40,2651863;40,2651863;#N/A;#N/A;
379,0000000;40,2428932;40,2428932;#N/A;#N/A;
379,5000000;40,2206612;40,2206612;#N/A;#N/A;
380,0000000;40,1984978;40,1984978;#N/A;#N/A;
380,5000000;40,1763954;40,1763954;#N/A;#N/A;
381,0000000;40,1543617;40,1543617;#N/A;#N/A;
381,5000000;40,1323891;40,1323891;#N/A;#N/A;
382,0000000;40,1104813;40,1104813;#N/A;#N/A;
382,5000000;40,0886383;40,0886383;#N/A;#N/A;
383,0000000;40,0668602;40,0668602;#N/A;#N/A;
383,5000000;40,0451469;40,0451469;#N/A;#N/A;
384,0000000;40,0234947;40,0234947;#N/A;#N/A;
384,5000000;40,0019073;40,0019073;#N/A;#N/A;
385,0000000;39,9803848;39,9803848;#N/A;#N/A;
385,5000000;39,9589233;39,9589233;#N/A;#N/A;
386,0000000;39,9375267;39,9375267;#N/A;#N/A;
386,5000000;39,9161949;39,9161949;#N/A;#N/A;
387,0000000;39,8949242;39,8949242;#N/A;#N/A;
387,5000000;39,8737144;39,8737144;#N/A;#N/A;
388,0000000;39,8525696;39,8525696;#N/A;#N/A;
388,5000000;39,8314857;39,8314857;#N/A;#N/A;
389,0000000;39,8104668;39,8104668;#N/A;#N/A;
389,5000000;39,7895088;39,7895088;#N/A;#N/A;
390,0000000;39,7686119;39,7686119;#N/A;#N/A;
390,5000000;39,7477798;39,7477798;#N/A;#N/A;
391,0000000;39,7270088;39,7270088;#N/A;#N/A;
391,5000000;39,7062988;39,7062988;#N/A;#N/A;
392,0000000;39,6856499;39,6856499;#N/A;#N/A;
392,5000000;39,6650620;39,6650620;#N/A;#N/A;
393,0000000;39,6445351;39,6445351;#N/A;#N/A;
393,5000000;39,6240692;39,6240692;#N/A;#N/A;
394,0000000;39,6036682;39,6036682;#N/A;#N/A;
394,5000000;39,5833244;39,5833244;#N/A;#N/A;
395,0000000;39,5630417;39,5630417;#N/A;#N/A;
395,5000000;39,5428200;39,5428200;#N/A;#N/A;
396,0000000;39,5226593;39,5226593;#N/A;#N/A;
396,5000000;39,5025558;39,5025558;#N/A;#N/A;
397,0000000;39,4825172;39,4825172;#N/A;#N/A;
397,5000000;39,4625359;39,4625359;#N/A;#N/A;
398,0000000;39,4426155;39,4426155;#N/A;#N/A;
398,5000000;39,4227524;39,4227524;#N/A;#N/A;
399,0000000;39,4029503;39,4029503;#N/A;#N/A;
399,5000000;39,3832092;39,3832092;#N/A;#N/A;
400,0000000;39,3635254;39,3635254;#N/A;#N/A;
400,5000000;39,3438988;39,3438988;#N/A;#N/A;
401,0000000;39,3243332;39,3243332;#N/A;#N/A;
401,5000000;39,3048286;39,3048286;#N/A;#N/A;
402,0000000;39,2853813;39,2853813;#N/A;#N/A;
402,5000000;39,2659912;39,2659912;#N/A;#N/A;
403,0000000;39,2466583;39,2466583;#N/A;#N/A;
403,5000000;39,2273865;39,2273865;#N/A;#N/A;
404,0000000;39,2081718;39,2081718;#N/A;#N/A;
404,5000000;39,1890144;39,1890144;#N/A;#N/A;
405,0000000;39,1699142;39,1699142;#N/A;#N/A;
405,5000000;39,1508713;39,1508713;#N/A;#N/A;
406,0000000;39,1318855;39,1318855;#N/A;#N/A;
406,5000000;39,1129608;39,1129608;#N/A;#N/A;
407,0000000;39,0940895;39,0940895;#N/A;#N/A;
407,5000000;39,0752754;39,0752754;#N/A;#N/A;
408,0000000;39,0565186;39,0565186;#N/A;#N/A;
408,5000000;39,0378189;39,0378189;#N/A;#N/A;
409,0000000;39,0191765;39,0191765;#N/A;#N/A;
409,5000000;39,0005913;39,0005913;#N/A;#N/A;
410,0000000;38,9820595;38,9820595;#N/A;#N/A;
410,5000000;38,9635849;38,9635849;#N/A;#N/A;
411,0000000;38,9451675;38,9451675;#N/A;#N/A;
411,5000000;38,9268036;38,9268036;#N/A;#N/A;
412,0000000;38,9084969;38,9084969;#N/A;#N/A;
412,5000000;38,8902473;38,8902473;#N/A;#N/A;
413,0000000;38,8720474;38,8720474;#N/A;#N/A;
413,5000000;38,8539085;38,8539085;#N/A;#N/A;
414,0000000;38,8358231;38,8358231;#N/A;#N/A;
414,5000000;38,8177910;38,8177910;#N/A;#N/A;
415,0000000;38,7998123;38,7998123;#N/A;#N/A;
415,5000000;38,7818909;38,7818909;#N/A;#N/A;
416,0000000;38,7640228;38,7640228;#N/A;#N/A;
416,5000000;38,7462120;38,7462120;#N/A;#N/A;
417,0000000;38,7284508;38,7284508;#N/A;#N/A;
417,5000000;38,7107468;38,7107468;#N/A;#N/A;
418,0000000;38,6930962;38,6930962;#N/A;#N/A;
418,5000000;38,6754990;38,6754990;#N/A;#N/A;
419,0000000;38,6579552;38,6579552;#N/A;#N/A;
419,5000000;38,6404610;38,6404610;#N/A;#N/A;
420,0000000;38,6230240;38,6230240;#N/A;#N/A;
420,5000000;38,6056404;38,6056404;#N/A;#N/A;
421,0000000;38,5883102;38,5883102;#N/A;#N/A;
421,5000000;38,5710297;38,5710297;#N/A;#N/A;
422,0000000;38,5538025;38,5538025;#N/A;#N/A;
422,5000000;38,5366287;38,5366287;#N/A;#N/A;
423,0000000;38,5195084;38,5195084;#N/A;#N/A;
423,5000000;38,5024414;38,5024414;#N/A;#N/A;
424,0000000;38,4854240;38,4854240;#N/A;#N/A;
424,5000000;38,4684563;38,4684563;#N/A;#N/A;
425,0000000;38,4515457;38,4515457;#N/A;#N/A;
425,5000000;38,4346809;38,4346809;#N/A;#N/A;
426,0000000;38,4178734;38,4178734;#N/A;#N/A;
426,5000000;38,4011116;38,4011116;#N/A;#N/A;
427,0000000;38,3844070;38,3844070;#N/A;#N/A;
427,5000000;38,3677483;38,3677483;#N/A;#N/A;
428,0000000;38,3511429;38,3511429;#N/A;#N/A;
428,5000000;38,3345871;38,3345871;#N/A;#N/A;
429,0000000;38,3180809;38,3180809;#N/A;#N/A;
429,5000000;38,3016281;38,3016281;#N/A;#N/A;
430,0000000;38,2852249;38,2852249;#N/A;#N/A;
430,5000000;38,2688713;38,2688713;#N/A;#N/A;
431,0000000;38,2525673;38,2525673;#N/A;#N/A;
431,5000000;38,2363129;38,2363129;#N/A;#N/A;
432,0000000;38,2201080;38,2201080;#N/A;#N/A;
432,5000000;38,2039528;38,2039528;#N/A;#N/A;
433,0000000;38,1878471;38,1878471;#N/A;#N/A;
433,5000000;38,1717911;38,1717911;#N/A;#N/A;
434,0000000;38,1557846;38,1557846;#N/A;#N/A;
434,5000000;38,1398277;38,1398277;#N/A;#N/A;
435,0000000;38,1239204;38,1239204;#N/A;#N/A;
435,5000000;38,1080589;38,1080589;#N/A;#N/A;
436,0000000;38,0922470;38,0922470;#N/A;#N/A;
436,5000000;38,0764847;38,0764847;#N/A;#N/A;
437,0000000;38,0607681;38,0607681;#N/A;#N/A;
437,5000000;38,0451012;38,0451012;#N/A;#N/A;
438,0000000;38,0294838;38,0294838;#N/A;#N/A;
438,5000000;38,0139122;38,0139122;#N/A;#N/A;
439,0000000;37,9983864;37,9983864;#N/A;#N/A;
439,5000000;37,9829102;37,9829102;#N/A;#N/A;
440,0000000;37,9674835;37,9674835;#N/A;#N/A;
440,5000000;37,9521027;37,9521027;#N/A;#N/A;
441,0000000;37,9367676;37,9367676;#N/A;#N/A;
441,5000000;37,9214821;37,9214821;#N/A;#N/A;
442,0000000;37,9062424;37,9062424;#N/A;#N/A;
442,5000000;37,8910484;37,8910484;#N/A;#N/A;
443,0000000;37,8759003;37,8759003;#N/A;#N/A;
443,5000000;37,8608017;37,8608017;#N/A;#N/A;
444,0000000;37,8457451;37,8457451;#N/A;#N/A;
444,5000000;37,8307381;37,8307381;#N/A;#N/A;
445,0000000;37,8157768;37,8157768;#N/A;#N/A;
445,5000000;37,8008614;37,8008614;#N/A;#N/A;
446,0000000;37,7859917;37,7859917;#N/A;#N/A;
446,5000000;37,7711639;37,7711639;#N/A;#N/A;
447,0000000;37,7563858;37,7563858;#N/A;#N/A;
447,5000000;37,7416534;37,7416534;#N/A;#N/A;
448,0000000;37,7269630;37,7269630;#N/A;#N/A;
448,5000000;37,7123184;37,7123184;#N/A;#N/A;
449,0000000;37,6977196;37,6977196;#N/A;#N/A;
449,5000000;37,6831665;37,6831665;#N/A;#N/A;
450,0000000;37,6686592;37,6686592;#N/A;#N/A;
450,5000000;37,6541939;37,6541939;#N/A;#N/A;
451,0000000;37,6397705;37,6397705;#N/A;#N/A;
451,5000000;37,6253967;37,6253967;#N/A;#N/A;
452,0000000;37,6110649;37,6110649;#N/A;#N/A;
452,5000000;37,5967751;37,5967751;#N/A;#N/A;
453,0000000;37,5825310;37,5825310;#N/A;#N/A;
453,5000000;37,5683327;37,5683327;#N/A;#N/A;
454,0000000;37,5541725;37,5541725;#N/A;#N/A;
454,5000000;37,5400620;37,5400620;#N/A;#N/A;
455,0000000;37,5259895;37,5259895;#N/A;#N/A;
455,5000000;37,5119629;37,5119629;#N/A;#N/A;
456,0000000;37,4979782;37,4979782;35,0000000;#N/A;
456,0416667;37,5785866;37,5785866;36,4574699;#N/A;
456,0833333;37,5718346;37,5718346;36,4054146;#N/A;
456,1250000;37,5669899;37,5669899;36,3545227;#N/A;
456,1666667;37,5616760;37,5616760;36,3047676;#N/A;
456,2083333;37,5568504;37,5568504;36,2561226;#N/A;
456,2500000;37,5519447;37,5519447;36,2085648;#N/A;
456,2916667;37,5472832;37,5472832;36,1620636;#N/A;
456,3333333;37,5426521;37,5426521;36,1166000;#N/A;
456,3750000;37,5381813;37,5381813;36,0721474;#N/A;
456,4166667;37,5337753;37,5337753;36,0286827;#N/A;
456,4583333;37,5300598;37,5300598;35,9861794;#N/A;
456,5000000;37,5277252;37,5277252;35,9446182;#N/A;
457,0000000;37,5030861;37,5030861;35,5089493;#N/A;
457,5000000;37,4833984;37,4833984;35,5400963;#N/A;
458,0000000;37,4670525;37,4670525;35,6238937;#N/A;
458,5000000;37,4529381;37,4529381;35,6630936;#N/A;
459,0000000;37,4999847;37,4999847;38,4872475;#N/A;
459,5000000;37,6338692;37,6338692;40,4160919;#N/A;
460,0000000;37,7833939;38,7230721;43,6653404;#N/A;
460,5000000;37,9477425;40,6803131;47,3165588;#N/A;
461,0000000;38,1279335;42,8942871;51,4328079;#N/A;
461,5000000;38,2210312;42,5321960;54,0799522;#N/A;
462,0000000;38,2924919;42,8664360;55,2884140;#N/A;
462,5000000;38,3527298;43,6023712;56,6529388;#N/A;
463,0000000;38,4071159;44,5409317;58,1548004;#N/A;
463,5000000;38,4587860;45,5233765;59,7849808;#N/A;
464,0000000;38,5141220;46,3375206;60,8504105;#N/A;
464,5000000;38,4871483;47,1481094;61,7652664;#N/A;
465,0000000;38,4780731;47,0325012;62,1820145;#N/A;
465,5000000;38,4565773;46,9883652;62,6060715;#N/A;
466,0000000;38,4277954;47,0158234;62,9333000;#N/A;
466,5000000;38,3946648;47,0767860;63,1714745;#N/A;
467,0000000;38,3593597;47,1585388;63,3459129;#N/A;
467,5000000;38,3242073;47,2556992;63,0724564;#N/A;
468,0000000;38,2771568;47,5278969;63,0626907;#N/A;
468,5000000;38,2364578;47,7074509;62,8298035;#N/A;
469,0000000;38,1975441;47,8048897;62,6539574;#N/A;
469,5000000;38,1466827;47,9378586;62,5064697;#N/A;
470,0000000;38,0989799;48,0508804;62,3247948;#N/A;
470,5000000;38,0514374;48,0810928;62,1465912;#N/A;
471,0000000;38,0027657;48,1134834;61,9460907;#N/A;
471,5000000;37,9537125;48,1493645;61,7307549;#N/A;
472,0000000;37,9049225;48,1888504;61,5060730;#N/A;
472,5000000;37,8565979;48,2314949;61,2760620;#N/A;
473,0000000;37,8089027;48,3236923;60,9909973;#N/A;
473,5000000;37,7619362;48,4202042;60,7152061;#N/A;
474,0000000;37,7169266;48,4926491;60,4652557;#N/A;
474,5000000;37,6710777;48,5081100;60,2285309;#N/A;
475,0000000;37,6264229;48,5332260;59,9937248;#N/A;
475,5000000;37,5835457;48,5717659;59,7649117;#N/A;
476,0000000;37,5407715;48,6318741;59,5307922;#N/A;
476,5000000;37,4992485;48,6865005;59,3063087;#N/A;
477,0000000;37,4585648;48,7323494;59,0816307;#N/A;
477,5000000;37,4188004;48,7716675;58,8578339;#N/A;
478,0000000;37,3801003;48,8059044;58,6357155;#N/A;
478,5000000;37,3424606;48,8360519;58,4158401;#N/A;
479,0000000;37,3059540;48,8628197;58,1986084;#N/A;
479,5000000;37,2705536;48,8866692;57,9842911;#N/A;
480,0000000;37,2363052;48,9079590;57,7730637;#N/A;
480,5000000;37,2031746;48,9269485;57,5650253;#N/A;
481,0000000;37,1738243;48,9438324;57,3602333;#N/A;
481,5000000;37,1586761;48,9587631;57,1586952;#N/A;
482,0000000;37,1439438;48,9718590;56,9604034;#N/A;
482,5000000;37,1296234;48,9832191;56,7520218;#N/A;
483,0000000;37,1154137;49,0102196;56,5291710;#N/A;
483,5000000;37,1017227;49,0311165;56,3152580;#N/A;
484,0000000;37,0888557;49,0398331;56,1187134;#N/A;
484,5000000;37,0766525;49,0448494;55,9283447;#N/A;
485,0000000;37,0645790;49,0247116;55,7386131;#N/A;
485,5000000;37,0529861;49,0041733;55,5504913;#N/A;
486,0000000;37,0421143;49,0190544;55,3651581;#N/A;
486,5000000;37,0318146;49,0321579;55,1905518;#N/A;
487,0000000;37,0219498;49,0306358;55,0197334;#N/A;
487,5000000;37,0131340;49,0226326;54,8548012;#N/A;
488,0000000;37,0047150;49,0133896;54,6932793;#N/A;
488,5000000;36,9967384;49,0031128;54,5346642;#N/A;
489,0000000;36,9892616;48,9921608;54,3785934;#N/A;
489,5000000;36,9822807;48,9802818;54,2151680;#N/A;
490,0000000;36,9759407;48,9672432;54,0593872;#N/A;
490,5000000;36,9701004;48,9536591;53,9022598;#N/A;
491,0000000;36,9647827;48,9417801;53,7450104;#N/A;
491,5000000;36,9599838;48,9337082;53,5882683;#N/A;
492,0000000;36,9557190;48,9240570;53,4324951;#N/A;
492,5000000;36,9519653;48,9130363;53,2780113;#N/A;
493,0000000;36,9487381;48,9007950;53,1250572;#N/A;
493,5000000;36,9460144;48,8874359;52,9737930;#N/A;
494,0000000;36,9437943;48,8731842;52,7870064;#N/A;
494,5000000;36,9411087;48,8616905;52,6409683;#N/A;
495,0000000;36,9393654;48,8462677;52,4834862;#N/A;
495,5000000;36,9386787;48,8257294;52,3238640;#N/A;
496,0000000;36,9383392;48,8035393;52,1664467;#N/A;
496,5000000;36,9384117;48,7770576;52,0112381;#N/A;
497,0000000;36,9375000;48,7334328;51,8938522;#N/A;
497,5000000;36,9385529;48,7334061;51,7599144;#N/A;
498,0000000;36,9402237;48,7300987;51,6278419;#N/A;
498,5000000;36,9424095;48,7237625;51,5016136;#N/A;
499,0000000;36,9450569;48,7146759;51,3793526;#N/A;
499,5000000;36,9479561;48,6687317;51,2607498;#N/A;
500,0000000;36,9519691;48,6177979;51,1521492;#N/A;
500,5000000;36,9558601;48,5670700;51,0423393;#N/A;
501,0000000;36,9596939;48,5161362;50,9269409;#N/A;
501,5000000;36,9638062;48,4656792;50,8160934;#N/A;
502,0000000;36,9682007;48,4155121;50,7075844;#N/A;
502,5000000;36,9728699;48,3655357;50,6078758;#N/A;
503,0000000;36,9778328;48,3252296;50,5068741;#N/A;
503,5000000;36,9830818;48,2836914;50,4066238;#N/A;
504,0000000;36,9886322;48,2407608;50,3067741;#N/A;
504,5000000;36,9944725;48,1967278;50,1967239;#N/A;
505,0000000;37,0006104;48,1518364;50,0891037;#N/A;
505,5000000;37,0096359;48,1062775;49,9809074;#N/A;
506,0000000;37,0189705;48,0597916;49,8730698;#N/A;
506,5000000;37,0286026;48,0140877;49,7671890;#N/A;
507,0000000;37,0383453;47,9712029;49,6611671;#N/A;
507,5000000;37,0482254;47,9280357;49,5564423;#N/A;
508,0000000;37,0582542;47,8839989;49,4523697;#N/A;
508,5000000;37,0684319;47,8394279;49,3492050;#N/A;
509,0000000;37,0787621;47,7992516;49,2469215;#N/A;
509,5000000;37,0892410;47,7614975;49,1455345;#N/A;
510,0000000;37,0998688;47,7231674;49,0450668;#N/A;
510,5000000;37,1109962;47,6842880;48,9455147;#N/A;
511,0000000;37,1229401;47,6448860;48,8468399;#N/A;
511,5000000;37,1350021;47,6049919;48,7494087;#N/A;
512,0000000;37,1471825;47,5646324;48,6491776;#N/A;
512,5000000;37,1594696;47,5238380;48,5499725;#N/A;
513,0000000;37,1718636;47,4826393;48,4521599;#N/A;
513,5000000;37,1843567;47,4410591;48,3555870;#N/A;
514,0000000;37,1969490;47,3991280;48,2600174;#N/A;
514,5000000;37,2096291;47,3568726;48,1654434;#N/A;
515,0000000;37,2223930;47,3143158;48,0718002;#N/A;
515,5000000;37,2352371;47,2714806;47,9795265;#N/A;
516,0000000;37,2481575;47,2283936;47,8883057;#N/A;
516,5000000;37,2611465;47,1850739;47,7999382;#N/A;
517,0000000;37,2741966;47,1415405;47,7142334;#N/A;
517,5000000;37,2873077;47,0978165;47,6299553;#N/A;
518,0000000;37,3004684;47,0539169;47,5463104;#N/A;
518,5000000;37,3136787;47,0098610;47,4629707;#N/A;
519,0000000;37,3269272;46,9656639;47,3797684;#N/A;
519,5000000;37,3402176;46,9213448;47,2966728;#N/A;
520,0000000;37,3535385;46,8769112;47,2137108;#N/A;
520,5000000;37,3668861;46,8323822;47,1309319;#N/A;
521,0000000;37,3802567;46,7877693;47,0483932;#N/A;
521,5000000;37,3936462;46,7430878;46,9661446;#N/A;
522,0000000;37,4070473;46,6983452;46,8842239;#N/A;
522,5000000;37,4204597;46,6535568;46,8026733;#N/A;
523,0000000;37,4338760;46,6087303;46,7215347;#N/A;
523,5000000;37,4472961;46,5638733;46,6408386;#N/A;
524,0000000;37,4607086;46,5190010;46,5605927;#N/A;
524,5000000;37,4741211;46,4741211;46,4808197;#N/A;
525,0000000;37,4875183;46,4292412;46,4292412;#N/A;
525,5000000;37,5009041;46,3843727;46,3843727;#N/A;
526,0000000;37,5142708;46,3395157;46,3395157;#N/A;
526,5000000;37,5276184;46,2946854;46,2946854;#N/A;
527,0000000;37,5409431;46,2498856;46,2498856;#N/A;
527,5000000;37,5542412;46,2051201;46,2051201;#N/A;
528,0000000;37,5675087;46,1604004;46,1604004;#N/A;
528,5000000;37,5807457;46,1157341;46,1157341;#N/A;
529,0000000;37,5939445;46,0711212;46,0711212;#N/A;
529,5000000;37,6071053;46,0265694;46,0265694;#N/A;
530,0000000;37,6202278;45,9820862;45,9820862;#N/A;
530,5000000;37,6333084;45,9376717;45,9376717;#N/A;
531,0000000;37,6463394;45,8933372;45,8933372;#N/A;
531,5000000;37,6593246;45,8490791;45,8490791;#N/A;
532,0000000;37,6722603;45,8049126;45,8049126;#N/A;
532,5000000;37,6851425;45,7608299;45,7608299;#N/A;
533,0000000;37,6979713;45,7168465;45,7168465;#N/A;
533,5000000;37,7107468;45,6729546;45,6729546;#N/A;
534,0000000;37,7234612;45,6291656;45,6291656;#N/A;
534,5000000;37,7361145;45,5854836;45,5854836;#N/A;
535,0000000;37,7487106;45,5419044;45,5419044;#N/A;
535,5000000;37,7612381;45,4984398;45,4984398;#N/A;
536,0000000;37,7737045;45,4550858;45,4550858;#N/A;
536,5000000;37,7861023;45,4118500;45,4118500;#N/A;
537,0000000;37,7984314;45,3687325;45,3687325;#N/A;
537,5000000;37,8106918;45,3257370;45,3257370;#N/A;
538,0000000;37,8228798;45,2828636;45,2828636;#N/A;
538,5000000;37,8349953;45,2401161;45,2401161;#N/A;
539,0000000;37,8470421;45,1974945;45,1974945;#N/A;
